00601,PR,0
00602,PR,0
00603,PR,0
00606,PR,0
00610,PR,0
00612,PR,0
00616,PR,0
00617,PR,0
00622,PR,0
00623,PR,0
00624,PR,0
00627,PR,0
00631,PR,0
00637,PR,0
00638,PR,0
00641,PR,0
00646,PR,0
00647,PR,0
00650,PR,0
00652,PR,0
00653,PR,0
00656,PR,0
00659,PR,0
00660,PR,0
00662,PR,0
00664,PR,0
00667,PR,0
00669,PR,0
00670,PR,0
00674,PR,0
00676,PR,0
00677,PR,0
00678,PR,0
00680,PR,0
00682,PR,0
00683,PR,0
00685,PR,0
00687,PR,0
00688,PR,0
00690,PR,0
00692,PR,0
00693,PR,0
00694,PR,0
00698,PR,0
00703,PR,0
00704,PR,0
00705,PR,0
00707,PR,0
00714,PR,0
00715,PR,0
00716,PR,0
00717,PR,0
00718,PR,0
00719,PR,0
00720,PR,0
00723,PR,0
00725,PR,0
00727,PR,0
00728,PR,0
00729,PR,0
00730,PR,0
00731,PR,0
00735,PR,0
00736,PR,0
00738,PR,0
00739,PR,0
00740,PR,0
00741,PR,0
00745,PR,0
00751,PR,0
00754,PR,0
00757,PR,0
00765,PR,0
00766,PR,0
00767,PR,0
00769,PR,0
00771,PR,0
00772,PR,0
00773,PR,0
00775,PR,0
00777,PR,0
00778,PR,0
00780,PR,0
00782,PR,0
00783,PR,0
00784,PR,0
00786,PR,0
00791,PR,0
00794,PR,0
00795,PR,0
00901,PR,0
00906,PR,0
00907,PR,0
00909,PR,0
00911,PR,0
00912,PR,0
00913,PR,0
00915,PR,0
00917,PR,0
00918,PR,0
00920,PR,0
00921,PR,0
00923,PR,0
00924,PR,0
00925,PR,0
00926,PR,0
00927,PR,0
00934,PR,0
00936,PR,0
00949,PR,0
00950,PR,0
00951,PR,0
00952,PR,0
00953,PR,0
00956,PR,0
00957,PR,0
00959,PR,0
00960,PR,0
00961,PR,0
00962,PR,0
00965,PR,0
00966,PR,0
00968,PR,0
00969,PR,0
00971,PR,0
00976,PR,0
00979,PR,0
00982,PR,0
00983,PR,0
00985,PR,0
00987,PR,0
01001,CT,2
01001,MA,1
01001,MA,2
01002,MA,1
01002,MA,2
01003,MA,1
01003,MA,2
01005,MA,1
01005,MA,3
01007,MA,1
01007,MA,2
01008,MA,1
01009,MA,1
01009,MA,2
01010,MA,2
01011,MA,1
01012,MA,1
01013,MA,1
01013,MA,2
01020,MA,1
01020,MA,2
01022,MA,1
01022,MA,2
01026,MA,1
01027,MA,1
01027,MA,2
01028,CT,2
01028,MA,2
01029,MA,1
01030,CT,2
01030,MA,1
01030,MA,2
01031,MA,1
01032,MA,1
01033,MA,1
01033,MA,2
01034,CT,1
01034,MA,1
01035,MA,1
01035,MA,2
01036,CT,2
01036,MA,2
01037,MA,1
01038,MA,1
01038,MA,2
01039,MA,1
01039,MA,2
01040,MA,1
01040,MA,2
01050,MA,1
01053,MA,1
01053,MA,2
01054,MA,1
01056,MA,1
01056,MA,2
01057,CT,2
01057,MA,2
01060,MA,1
01060,MA,2
01062,MA,1
01062,MA,2
01063,MA,2
01066,MA,1
01068,MA,1
01068,MA,2
01068,MA,3
01069,MA,1
01069,MA,2
01070,MA,1
01071,MA,1
01072,MA,1
01073,MA,1
01074,MA,1
01075,MA,1
01075,MA,2
01077,CT,1
01077,CT,2
01077,MA,1
01077,MA,2
01079,MA,2
01080,MA,1
01080,MA,2
01081,CT,2
01081,MA,2
01082,MA,1
01082,MA,2
01083,MA,1
01083,MA,2
01084,MA,1
01085,MA,1
01085,MA,2
01086,MA,1
01088,MA,1
01088,MA,2
01089,MA,1
01089,MA,2
01092,MA,2
01093,MA,1
01094,MA,1
01095,MA,2
01096,MA,1
01096,MA,2
01097,MA,1
01098,MA,1
01103,MA,1
01103,MA,2
01104,MA,1
01104,MA,2
01105,MA,1
01105,MA,2
01106,CT,2
01106,MA,2
01107,MA,1
01107,MA,2
01108,MA,2
01109,MA,2
01118,MA,2
01119,MA,2
01128,MA,2
01129,MA,2
01151,MA,2
01199,MA,2
01201,MA,1
01201,NY,20
01220,MA,1
01222,CT,5
01222,MA,1
01223,MA,1
01224,MA,1
01225,MA,1
01226,MA,1
01229,MA,1
01230,MA,1
01230,NY,20
01235,MA,1
01236,MA,1
01237,MA,1
01237,NY,20
01238,MA,1
01240,MA,1
01242,MA,1
01243,MA,1
01244,MA,1
01245,MA,1
01247,MA,1
01247,VT,0
01253,MA,1
01254,MA,1
01254,NY,20
01255,CT,1
01255,CT,5
01255,MA,1
01256,MA,1
01257,CT,5
01257,MA,1
01258,CT,5
01258,MA,1
01258,NY,20
01259,CT,5
01259,MA,1
01260,MA,1
01262,MA,1
01264,MA,1
01266,MA,1
01266,NY,20
01267,MA,1
01267,NY,20
01267,VT,0
01270,MA,1
01301,MA,1
01330,MA,1
01331,MA,1
01337,MA,1
01337,VT,0
01338,MA,1
01339,MA,1
01340,MA,1
01340,VT,0
01341,MA,1
01342,MA,1
01343,MA,1
01344,MA,1
01346,MA,1
01346,VT,0
01347,MA,1
01349,MA,1
01350,MA,1
01350,VT,0
01351,MA,1
01354,MA,1
01355,MA,1
01360,MA,1
01360,NH,2
01360,VT,0
01364,MA,1
01364,NH,2
01366,MA,1
01367,MA,1
01367,VT,0
01368,MA,1
01368,NH,2
01370,MA,1
01373,MA,1
01373,MA,2
01375,MA,1
01375,MA,2
01376,MA,1
01378,MA,1
01378,NH,2
01379,MA,1
01420,MA,1
01420,MA,3
01430,MA,1
01430,NH,2
